id: 355, nationality: Taiwan, gender: 1, preferences: ['I', 'G', 'G']
id: 678, nationality: Taiwan, gender: 1, preferences: ['I', 'C', 'H']
id: 144, nationality: Thailand, gender: 1, preferences: ['G', 'C', 'E']
id: 159, nationality: Pakistan, gender: 1, preferences: ['S', 'G', 'C']
id: 679, nationality: Taiwan, gender: 1, preferences: ['I', 'C', 'G']

id: 679, nationality: Taiwan, gender: 1, preferences: ['I', 'C', 'G']
id: 174, nationality: Thailand, gender: 1, preferences: ['G', 'G', 'G']
id: 160, nationality: Pakistan, gender: 1, preferences: ['G', 'G', 'G']
id: 691, nationality: Taiwan, gender: 1, preferences: ['I', 'C', 'G']

